texto,categoria,tipo
Claro te regala una moto Bajaj y 25 mil quetzales en efectivo. ¡Felicidades! Para canjear tu premio mandá un WhatsApp al 5555-4444. Apurate que tu código vence hoy mismo.,"Premios y recompensas (vacaciones, sorteos, regalos)",Spam
"BAM te informa: ¡Felicidades! Usted es el feliz ganador de nuestro sorteo de medio año. Q75,000 en efectivo a su nombre. Llame urgente al 3344-5566 para darle los pasos a seguir.","Premios y recompensas (vacaciones, sorteos, regalos)",Spam
"BANRURAL: Te avisamos que saliste favorecido en el sorteo de remesas de este mes. Ganaste Q20,000. Comunicate rapidito con el Lic. Ramirez al WS +50244778899 para la entrega oficial.","Premios y recompensas (vacaciones, sorteos, regalos)",Spam
"¡Felicidades usuario Tigo! Tu chivo salió sorteado para un viaje a Roatán todo pagado y Q10,000 de viáticos. Escribinos por WhatsApp al 5896-1478 para validar tu premio ya.","Premios y recompensas (vacaciones, sorteos, regalos)",Spam
"Sorteo Fiscal SAT: Estimado contribuyente, su NIT salió premiado con Q50,000 libres de multas. Para autorizar su desembolso comuníquese de inmediato al +502 4125-7896. Atiende Lic. Soto.","Premios y recompensas (vacaciones, sorteos, regalos)",Spam
"Claro y Guatevisión premian tu lealtad. Usted ha ganado 35,000 dólares y un carro último modelo. Comuníquese al +502 5987-1234 con el Lic. Estrada para iniciar el tramite. ¡Felicidades!","Premios y recompensas (vacaciones, sorteos, regalos)",Spam
"Aviso de SAT: Estimado contribuyente, su encomienda proveniente de USA esta retenida. Para liberar su paquete hoy, realice el pago de Q125 de arancel aduanero en el siguiente link."," Paquetes y envíos (maletas, importación, entrega de bienes)",Spam
"Banrural informa: Su tarjeta declino el pago del flete para su paquete en ruta. Por favor, ingrese a la banca virtual en este enlace para confirmar el recargo y no perder su caja."," Paquetes y envíos (maletas, importación, entrega de bienes)",Spam
TIGO: ¡Felicidades vos! Tu numero salio premiado con un iPhone 15. Para mandartelo hoy mismo necesitamos que cubras el costo de envio de paqueteria (Q40). Paga aca.," Paquetes y envíos (maletas, importación, entrega de bienes)",Spam
Alerta Migración: Retuvimos 2 maletas a su nombre con articulos no declarados. Tiene 24 hrs para pagar la multa de internacion o perdera el envio. Escriba urgente a este numero.," Paquetes y envíos (maletas, importación, entrega de bienes)",Spam
BAM: Tienes un paquete internacional pendiente de entrega en bodega. Se requiere un pequeño pago de Q55.00 por gestion de aduanas. Cancela tu saldo aqui para enviartelo.," Paquetes y envíos (maletas, importación, entrega de bienes)",Spam
Claro Guatemala: Tu paquete con el nuevo router y regalo de cortesia ah sido retrasado. Hace el pago del recargo de entrega a domicilio en este enlace para despacharlo.," Paquetes y envíos (maletas, importación, entrega de bienes)",Spam
"Que onda, te informamos de aduanas SAT que la caja que te mandaron de la USA no paso. Necesitas pagar un recargo de Q300 en este link para que te la enviemos a tu casa."," Paquetes y envíos (maletas, importación, entrega de bienes)",Spam
Notificacion IGSS: El envio de sus medicinas a domicilio a fallado por falta de datos. Se necesita que pague el recargo de mensajeria externa de Q25 para reprogramar su entrega.," Paquetes y envíos (maletas, importación, entrega de bienes)",Spam
¡Felicidades vos! Por tus recargas en Tigo saliste premiado con un carro Toyota Hilux último modelo. Llama ya a este número para reclamar tu premio.,"Premios y recompensas (vacaciones, sorteos, regalos)",Spam
"Estimado cliente, BAM le informa que su cuenta fue seleccionada en nuestro sorteo anual. ¡Usted es ganador de una camioneta y Q50,000! Ingrese aquí: bam-premios.com","Premios y recompensas (vacaciones, sorteos, regalos)",Spam
Claro te premia. Tu número salió favorecido con un viaje a Roatán todo pagado para 2 personas. Comunicate urgente para darte los detalles del premio.,"Premios y recompensas (vacaciones, sorteos, regalos)",Spam
¡Qué chilero! Banrural te informa que sos el afortunado ganador de un carro Yaris del Sorteo del Ahorro. Mandá un WhatsApp a este número para coordinar la entrega.,"Premios y recompensas (vacaciones, sorteos, regalos)",Spam
"La SAT le notifica que su NIT salió sorteado en la Lotería Fiscal de este mes. Ha ganado Q25,000. Reclame su premio ingresando sus datos en sat-recompensas.gt.com","Premios y recompensas (vacaciones, sorteos, regalos)",Spam
¡Felicidades! Tu número de DPI fue seleccionado por el RENAP y Claro para ganarte un paquete de electrodomésticos y una moto nueva. Llamá para reclamarlo hoy mismo.,"Premios y recompensas (vacaciones, sorteos, regalos)",Spam
"Estimado afiliado, el IGSS le otorga un bono especial de vacaciones de Q10,000 en efectivo por su buen historial. Para cobrar su recompensa entre a igss-bonos-gt.info","Premios y recompensas (vacaciones, sorteos, regalos)",Spam
"Vos, no te perdás esta oportunidad. BAM y Tigo se unieron para regalarte una tele de 65 pulgadas y un viaje. Mandá PREMIO al 5000 para confirmar tus datos.","Premios y recompensas (vacaciones, sorteos, regalos)",Spam
"¡Hola vos! Banrural esta contratando personal para atencion al cliente. Salario Q4,500. Aplica facil en este enlace: http://bit.ly/banrural-empleos-gt","Servicios y trabajo (ofertas de empleo, visas, servicios no realizados, talleres)",Spam
"Tigo Guatemala te busca. ¿Querés trabajo estable? Plazas disponibles para ventas, bonos y comisiones. Escribinos al wa.me/50255554444 para info.","Servicios y trabajo (ofertas de empleo, visas, servicios no realizados, talleres)",Spam
Buscamos personal administrativo para oficinas del IGSS. Trabajo estable y prestaciones de ley. Ingrese sus datos hoy mismo aqui: evt.ly/igss-plazas,"Servicios y trabajo (ofertas de empleo, visas, servicios no realizados, talleres)",Spam
"¿Buscando chance? En el Instituto Guatemalteco de Migracion necesitamos tramitadores. Q5,000 al mes. Manda tu CV por WhatsApp al 5555-1234. Cupos limitados.","Servicios y trabajo (ofertas de empleo, visas, servicios no realizados, talleres)",Spam
"Estimado, la SAT tiene convocatoria abierta para auditores y peritos. Trabajo estable y buen sueldo. Registrate de urgencia en: sat-empleos-gt.com","Servicios y trabajo (ofertas de empleo, visas, servicios no realizados, talleres)",Spam
"¿Cansado de no tener trabajo? BAM busca cajeros y asesores. Ganá hasta Q6,000 mensuales. Si te interesa comunicate hoy mismo a este link: bit.ly/empleobam-gt","Servicios y trabajo (ofertas de empleo, visas, servicios no realizados, talleres)",Spam
"Claro te da la oportunidad de un trabajo estable, vos elegís tu horario en nuestro call center. Info al 4444-1111 o dale clic a claro-gt-plazas.info","Servicios y trabajo (ofertas de empleo, visas, servicios no realizados, talleres)",Spam
¡Urgente! EMETRA solicita agentes de PMT. Plaza estable bajo renglon 011. Deja de buscar y unete. Llena tu formulario aca: emetra-convocatoria.net,"Servicios y trabajo (ofertas de empleo, visas, servicios no realizados, talleres)",Spam
"Hola mijo, soy tu tío. Me paró EMETRA en la Aguilar Batres y me quieren llevar el carro al predio, prestame Q500 te los paso mañana a tu Banrural. Depositame acá: http://bit.ly/pago-emetra"," Estafa afectiva (romance, familiar en problemas)",Spam
"Hola lindo, te vi hoy. Compré un chip Claro solo para escribirte, me siento solita y aburrida. Mirá mis fotos acá antes que las borre: http://url.gt/fotos"," Estafa afectiva (romance, familiar en problemas)",Spam
"Primo, estoy trabado en Migración en el aeropuerto. No me dejan pasar por un clavo de RENAP, necesito Q1,500 urgente o me regresan. Ayudame pagando aquí: http://bit.ly/migracion-ayuda"," Estafa afectiva (romance, familiar en problemas)",Spam
"Vos, fíjate que mi mamá está grave en la emergencia del IGSS zona 9, no le cubren unas medicinas urgentes. Prestame Q300, te los repongo a tu BAM. Link para transferir: http://pago.gt/urgente"," Estafa afectiva (romance, familiar en problemas)",Spam
"Hola guapo, soy la chava que te atendió hoy en la agencia de Banrural. Me gustaste mucho y quería saber si hablamos? Te dejo mi whats personal acá: http://chat.wa.link/privado"," Estafa afectiva (romance, familiar en problemas)",Spam
"Mijo, tengo un clavo enorme con la SAT por un paquete retenido en aduana. Préstame Q800 para liberarlo o me meten preso. Transferime aquí: http://sat-multas.com/pago"," Estafa afectiva (romance, familiar en problemas)",Spam
"Hola vos, busco a alguien de Guate para consentir. Te deposito Q2,000 semanales a tu cuenta Tigo Money o BAM si salimos. Ingresá tus datos para el pago: http://citasgt.link/registro"," Estafa afectiva (romance, familiar en problemas)",Spam
"Hola hija, perdí mi celular y ando usando un número prestado. Ayudame con un pago urgente de mi DPI en RENAP o me multan, metete a este link y pagalo porfa: http://renap-pagos.online/dpi"," Estafa afectiva (romance, familiar en problemas)",Spam
"SAT: Estimado contribuyente, actualice su Agencia Virtual hoy para evitar omisos. Descargue el nuevo parche de seguridad aqui: http://sat-gob-gt.actualizacion-segura.com","Digital y educación (venta de tareas, links sospechosos)",Spam
"Afiliado IGSS, habilitamos nuevas citas medicas en linea. Para agendar descarga nuestra nueva App ingresando a este enlace: http://igss.app-salud-gt.com/descarga","Digital y educación (venta de tareas, links sospechosos)",Spam
"Tigo: Vos, tenes un bono de 5GB de internet gratis esperando. Reclamalo actualizando Tigo en Linea desde este link: https://tigo-gt.premios-digitales.net","Digital y educación (venta de tareas, links sospechosos)",Spam
"BAM: Su cuenta ha sido restringida por seguridad. Para restaurar el acceso, actualice su BAMapp a la ultima version entrando aca: http://bam-gt.verificacion-movil.info","Digital y educación (venta de tareas, links sospechosos)",Spam
RENAP informa: Ya esta disponible el DPI digital para tu celular. Descarga la aplicacion y empeza a usarla registrandote en el siguiente enlace: https://renap-dpi-digital.web.app/,"Digital y educación (venta de tareas, links sospechosos)",Spam
Claro: Aprovecha doble saldo en tus proximas recargas! Solo tenes que actualizar tu app de Mi Claro ingresando a este enlace: http://miclaro.promociones-gt.com,"Digital y educación (venta de tareas, links sospechosos)",Spam
EMETRA: Usted tiene 1 multa pendiente de pago. Verifique la foto de la infraccion y evite cepo descargando nuestro visor aqui: http://remisiones-emetra.consulta-gt.com,"Digital y educación (venta de tareas, links sospechosos)",Spam
Instituto Guatemalteco de Migracion: Agilice la entrega de su pasaporte con nuestra nueva plataforma digital. Descarguela aqui: https://migracion-citas.tramites-express-gt.com,"Digital y educación (venta de tareas, links sospechosos)",Spam
Felicidades! Tu numero Tigo fue seleccionado para ganar un celular de ultima generacion. Manda una recarga de Q200 a este numero para reclamar tu premio.,"Premios y recompensas (vacaciones, sorteos, regalos)",Spam
"Estimado cliente Banrural, usted es el feliz ganador de Q50,000 en nuestro gran sorteo. Para liberar sus fondos, deposite Q500 de gastos administrativos a la cuenta adjunta.","Premios y recompensas (vacaciones, sorteos, regalos)",Spam
"Pilas vos, Claro te regala un viaje a Roatan por ser cliente fiel! Solo tenes que enviar Q150 en saldo a este cel para confirmar tus datos y te mandamos los boletos.","Premios y recompensas (vacaciones, sorteos, regalos)",Spam
"SAT le informa: Ha sido seleccionado en la Loteria Fiscal mensual y gano Q25,000. Para cobrarlo hoy mismo, debe pagar el timbre de Q1,500 depositando a este numero.","Premios y recompensas (vacaciones, sorteos, regalos)",Spam
"BAM te premia! Por el uso de tu cuenta ganaste un bono en efectivo de Q10,000. Comunicate urgente y manda Q300 de validacion para darte el premio rapido.","Premios y recompensas (vacaciones, sorteos, regalos)",Spam
"Atencion! EMETRA realiza un sorteo de motos recuperadas. Para llevarte una modelo 2024 sin sorteo, transferi Q800 de papeleria a este chat y es tuya.","Premios y recompensas (vacaciones, sorteos, regalos)",Spam
El IGSS premia a sus afiliados con un viaje todo pagado a Panajachel. Deposita Q250 de gestion legal a este numero y asegura tu premio vacacional para vos y tu familia.,"Premios y recompensas (vacaciones, sorteos, regalos)",Spam
"Renap te obsequia un vale de Q5,000 en electrodomesticos por renovar tu DPI. Hacele una recarga de Q100 a este numero para mandarte tu codigo de regalo.","Premios y recompensas (vacaciones, sorteos, regalos)",Spam
"⚠️ SAT - Superintendencia de Administración Tributaria. Estimado contribuyente, registra un OMISO en su declaración mensual. Evite multas de 1,000 GTQ e inhabilitación de su NIT. Regularice su situación en las próximas 24 horas aquí: https://portal-sat-guatemala.com/omiso Responda 'SI' para recibir ayuda.", No sé / Otra,Spam
"BANRURAL: Su cuenta virtual ha sido bloqueada preventivamente por un intento de inicio de sesión no reconocido. Para evitar la cancelación de sus cuentas y recargos por 350 Q, ingrese de inmediato a verificar su identidad: https://banrural-seguridad-gt.info Responda '1' si no fue usted.", No sé / Otra,Spam
"?? IGSS INFORMA: Su cobertura médica y de pensiones ha sido suspendida temporalmente por inconsistencias en su afiliación patronal. Para no perder sus beneficios de salud, actualice sus datos hoy mismo. Evite cobros ingresando a: https://afiliados-igss-gt.net/auth", No sé / Otra,Spam
"RENAP - Aviso Urgente. Su Documento Personal de Identificación (DPI) presenta una alerta de invalidación en el sistema. Para evitar una multa de 250 GTQ y problemas legales, valide su expediente en línea antes de 6 horas: https://tramites-renap-gob.online/validacion Conteste 'OK' para iniciar.", No sé / Otra,Spam
"Tigo Aviso: Tu servicio será suspendido hoy. Tenés un saldo pendiente de tu última factura. Para evitar el corte y un cobro extra por reconexión de Q150, regularizá tu cuenta ya mismo en nuestro portal: https://tigo-pagos-guate.net/saldo", No sé / Otra,Spam
"?? Instituto Guatemalteco de Migración: Tiene una orden de ARRAIGO pendiente de notificación. Para evitar la retención de su pasaporte y el bloqueo de salida del país, descargue el oficio y pague la caución (Q500) en el siguiente portal: https://migracion-gob-gt.org/alertas", No sé / Otra,Spam
"BAM Alerta de Seguridad: Se ha detectado una compra retenida por Q2,500.00 en su tarjeta de crédito. Si usted NO realizó esta operación, cancele de inmediato para evitar el cargo definitivo ingresando a: https://bam-enlinea-seguridad.com/cancelar Responda 'NO' para más info.", No sé / Otra,Spam
PMT / EMETRA: Le notificamos que su vehículo tiene orden de consignación y uso de cepo por acumulación de multas. Cancele el saldo de 600 GTQ antes de finalizar el día o su carro será llevado al predio. Revise su número de placa aquí: https://multas-muniguate.online/pago, No sé / Otra,Spam
¡Felicidades vos! Por ser cliente fiel de Tigo te ganaste un viaje todo pagado a Roatán. Reclamá tu paquete vacacional entrando aquí: http://tigo-premios-gt.com,"Premios y recompensas (vacaciones, sorteos, regalos)",Spam
"Estimado cliente, Banrural le informa que es el feliz ganador de Q50,000 en nuestro gran sorteo de aniversario. Para cobrar su premio, ingrese sus datos en este enlace: bit.ly/banrural-sorteo","Premios y recompensas (vacaciones, sorteos, regalos)",Spam
Claro GT te premia por tus recargas. ¡Sos el gran ganador de un Samsung S23 nuevo! Dale click al link para programar tu entrega a domicilio hoy mismo: http://claro-regalos.net,"Premios y recompensas (vacaciones, sorteos, regalos)",Spam
"BAM te notifica que tu tarjeta ha acumulado 100,000 Puntos BAM canjeables por un viaje al Caribe todo incluido. Canjealos antes de que venzan ingresando aquí: http://puntos-bam-viajes.com/canje","Premios y recompensas (vacaciones, sorteos, regalos)",Spam
"SAT informa: Estimado contribuyente, usted fue seleccionado en el sorteo de Lotería Fiscal para ganar una camioneta modelo 2024. Confirme su NIT para reclamar el premio: http://sat-loteria-fiscal.org","Premios y recompensas (vacaciones, sorteos, regalos)",Spam
"Notificación IGSS: Afiliado, por su excelente récord ha sido premiado con un bono de salud y bienestar de Q10,000. Reclame su recompensa ingresando su número de DPI en este link: bit.ly/igss-bono-gt","Premios y recompensas (vacaciones, sorteos, regalos)",Spam
"Renap te premia: Por tramitar tu DPI, participaste en nuestro sorteo de verano y ¡ganaste un viaje a Cancún! Ingresá al link para reclamar tus boletos antes de 24 hrs: http://renap-sorteos.com","Premios y recompensas (vacaciones, sorteos, regalos)",Spam
"EMETRA: ¡Felicidades! Por ser un conductor sin multas de tránsito este año, ganaste un certificado de regalo de Q5,000 en efectivo. Descargá tu cupón de recompensa aquí: http://emetra-recompensas.info","Premios y recompensas (vacaciones, sorteos, regalos)",Spam
TIGO: Tus 8500 Puntos Tigo vencen hoy a medianoche. Canjealos por saldo o un celular nuevo ingresando ya a http://tigo-premios-gt.com/canje,"Premios y recompensas (vacaciones, sorteos, regalos)",Spam
"BANRURAL: Estimado cliente, tiene 12,000 puntos acumulados a punto de caducar. Reclame sus regalos exclusivos aqui: https://banrural-recompensas.net/login","Premios y recompensas (vacaciones, sorteos, regalos)",Spam
Claro te avisa: ¡Pilas! Tus 5400 puntos de Club Claro se pierden mañana. Canjealos por internet gratis o premios sorpresa en: http://claro-club-gt.vip/premios,"Premios y recompensas (vacaciones, sorteos, regalos)",Spam
"BAM informa: Su tarjeta ha ganado un bono de 15,000 puntos por aniversario. Para redimir su premio en efectivo visite: https://bam-puntos-gt.info/bono","Premios y recompensas (vacaciones, sorteos, regalos)",Spam
"Felicidades usuario Tigo, tu numero salio premiado con Q5,000 en nuestro sorteo de aniversario. Reclama tu premio llenando tus datos: http://premios-tigo-gt.xyz/","Premios y recompensas (vacaciones, sorteos, regalos)",Spam
Banrural: ¡Felicidades! Usted es el ganador de una Smart TV en nuestro sorteo de verano. Confirme la direccion de envio en este enlace: https://sorteos-banrural.cc/premio,"Premios y recompensas (vacaciones, sorteos, regalos)",Spam
"CLARO: Acumulaste los puntos necesarios para un viaje todo pagado a Roatan. No dejes que se venzan, reclama tu paquete vacacional: http://viajesclaro-gt.com/roatan","Premios y recompensas (vacaciones, sorteos, regalos)",Spam
"BAM: Vos sos uno de nuestros clientes VIP. Tenes Q1,500 en puntos de regalo esperando ser canjeados. Entra antes de 24 hrs a: https://premios-bam.org/vip","Premios y recompensas (vacaciones, sorteos, regalos)",Spam
Aviso SAT Aduanas: Su paquete de EE.UU. se encuentra retenido por falta de pago de aranceles. Evite la confiscacion y cancele hoy via Banrural en el siguiente enlace: http://sat-aduanas-gt.com/pago," Paquetes y envíos (maletas, importación, entrega de bienes)",Spam
"Que onda, te escriben de Aduanas. Las maletas que te mandaron pesan extra y las retuvo la SAT. Tenes que depositar Q350 para liberarlas. Paga con Tigo Money aqui: http://tigo-pagos-aduanagt.com"," Paquetes y envíos (maletas, importación, entrega de bienes)",Spam
"Estimado usuario, su tarjeta BAM fue bloqueada al intentar pagar los impuestos de su encomienda retenida. Verifique sus datos y libere su paquete aqui: http://bam-seguridad-gt.info"," Paquetes y envíos (maletas, importación, entrega de bienes)",Spam
SAT informa: Tienes un paquete pendiente de entrega en la bodega. Actualiza tu direccion exacta y paga Q15.00 de envio con tu cuenta Banrural aqui: http://correos-sat-gt.net," Paquetes y envíos (maletas, importación, entrega de bienes)",Spam
"Vos, me llamaron de Migracion diciendo que tus chivas estan trabadas en el aeropuerto. Dicen que pagues la multa rapido en este link o pierdes las cajas: http://migracion-maletas-gt.com"," Paquetes y envíos (maletas, importación, entrega de bienes)",Spam
"Claro te notifica: Tienes un paquete internacional sin reclamar en bodega. Para programar la entrega a domicilio, verifica tu numero y paga la tarifa: http://claro-entregas.com/gt"," Paquetes y envíos (maletas, importación, entrega de bienes)",Spam
"Notificacion de Aduana SAT: Su envio de herramientas esta paralizado. Para soltar sus cajas, ingrese a la banca virtual BAM desde este enlace y pague el impuesto: http://aduanasat-bam.com"," Paquetes y envíos (maletas, importación, entrega de bienes)",Spam
"Hola, tu encomienda de USA no pudo ser entregada hoy en tu casa. Por favor, actualiza tus datos y abona Q25 de reenvio usando tu saldo Tigo para reprogramar la ruta: http://rutas-entregas-gt.info/tigo"," Paquetes y envíos (maletas, importación, entrega de bienes)",Spam
"SAT Aduanas le informa: Su encomienda de USA esta retenida. Para programar la entrega, pague los impuestos pendientes en: http://sat-aduanas-gt.com"," Paquetes y envíos (maletas, importación, entrega de bienes)",Spam
Migracion Guatemala: Se ha retenido una maleta a su nombre en el Aeropuerto La Aurora. Gestione el envio a su domicilio aqui: http://tramites-migracion-gt.net," Paquetes y envíos (maletas, importación, entrega de bienes)",Spam
Banrural: Su pago de Q250.00 por el envio de su paquete fallo. Por favor actualice su metodo de pago para que podamos ir a dejarselo a su casa: http://banrural-envios.com/urgente," Paquetes y envíos (maletas, importación, entrega de bienes)",Spam
"Tigo Premios: ¡Vos sos nuestro ganador del dia! Para enviarte tu paquete con el celular, necesitamos que confirmes tu direccion de entrega en: http://tigo-premios-gt.info"," Paquetes y envíos (maletas, importación, entrega de bienes)",Spam
Notificacion de SAT: Su importacion esta en estado de abandono. Para liberar su mercaderia y coordinar la entrega ingrese inmediatamente a: http://portal-sat-liberaciones.com," Paquetes y envíos (maletas, importación, entrega de bienes)",Spam
"BAM te informa: Tienes un cobro de courier por Q185.00 para la entrega de una encomienda. Si no reconoces este paquete, cancelalo aca: http://bam-alertas-envios.com"," Paquetes y envíos (maletas, importación, entrega de bienes)",Spam
Claro: No pudimos entregar tu paquete de renovacion de equipo. Ingresa al siguiente link hoy mismo para coordinar el envio a tu casa: http://claro-entregas-gt.com," Paquetes y envíos (maletas, importación, entrega de bienes)",Spam
RENAP: Su DPI fisico no pudo ser entregado por direccion incorrecta. Actualice sus datos para coordinar el envio de su paquete aqui: http://renap-entregas.com," Paquetes y envíos (maletas, importación, entrega de bienes)",Spam
Claro: Al recargar Q25 o más recibís cuádruple saldo y redes sociales ilimitadas por 7 días. Promoción válida solo por hoy. Aplican restricciones.,"Promoción o aviso de operadora (Tigo, Claro, Movistar)",Ham
Tigo informa: Tu plan Postpago ha sido renovado con éxito. Tenés 15GB de internet y llamadas ilimitadas. Consultá tu consumo desde la app Tigo en Línea.,"Promoción o aviso de operadora (Tigo, Claro, Movistar)",Ham
"Estimado cliente, le recordamos que su factura Claro por Q299.00 vence el 15/11. Puede pagarla fácil y sin recargos desde su App BAM.","Promoción o aviso de operadora (Tigo, Claro, Movistar)",Ham
Tigo y Banrural te traen más gigas: Comprá tu Super Recarga de Q50 desde la banca virtual y llevate 5GB extras para navegar. Válido este fin de semana.,"Promoción o aviso de operadora (Tigo, Claro, Movistar)",Ham
"Tigo: Te informamos que por trabajos de mejora en tu sector, el servicio de internet residencial podría presentar intermitencia esta madrugada de 2am a 4am.","Promoción o aviso de operadora (Tigo, Claro, Movistar)",Ham
Disfrutá tus viajes con Claro. Tu plan incluye Claro Sin Fronteras para que sigás navegando en toda Centroamérica sin costo adicional. Marcá *200# para más info.,"Promoción o aviso de operadora (Tigo, Claro, Movistar)",Ham
Tigo confirma: Hemos procesado tu pago de Q150.00 realizado en agencia Banrural. Gracias por estar al día con tu factura de servicios residenciales.,"Promoción o aviso de operadora (Tigo, Claro, Movistar)",Ham
"Club Claro: Tenés 1,500 puntos acumulados que vencen el 31 de diciembre. Canjealos por saldo, megas o minutos marcando *252# desde tu celular.","Promoción o aviso de operadora (Tigo, Claro, Movistar)",Ham
"Tigo te consiente. Por ser cliente prepago, te regalamos 2GB para navegar este fin de semana. Solo enviá SI al 800. ¡Disfrutá tu finde con Tigo!","Promoción o aviso de operadora (Tigo, Claro, Movistar)",Ham
¡Claro que tenés más! Recargá hoy Q25 o más en tu tienda más cercana y recibí triple saldo y llamadas ilimitadas a toda Guatemala. Promoción válida solo por hoy.,"Promoción o aviso de operadora (Tigo, Claro, Movistar)",Ham
"Estimado cliente, gracias por tu lealtad. Ingresá a Mi Tigo App y activá tu regalito de 150 mensajitos gratis y 1GB. Válido por 24 hrs. Tigo, siempre con vos.","Promoción o aviso de operadora (Tigo, Claro, Movistar)",Ham
¡Aproveche sus Claro Puntos! Tiene 1500 puntos acumulados listos para canjear por paquetes de internet. Marque *252# para ver sus opciones. Claro premia su preferencia.,"Promoción o aviso de operadora (Tigo, Claro, Movistar)",Ham
"Con Tigo Premios podés ganar saldo extra. Por ser cliente frecuente, hoy tenés doble oportunidad para el sorteo mensual. Marcá *321# para consultar tus puntos acumulados.","Promoción o aviso de operadora (Tigo, Claro, Movistar)",Ham
"Estimado usuario, su plan Claro finaliza el 15 de noviembre. Renuévelo esta semana y reciba un bono permanente de 5GB para redes sociales. Acérquese a su agencia más cercana.","Promoción o aviso de operadora (Tigo, Claro, Movistar)",Ham
"¡Beneficio exclusivo! Al pagar tu factura Tigo desde tu cuenta de Banrural, recibís 10GB gratis para usar en Youtube. Promoción válida hasta fin de mes.","Promoción o aviso de operadora (Tigo, Claro, Movistar)",Ham
Disfrute los beneficios de Club Claro. Hoy tiene 2x1 en cines del país. Solo envíe la palabra CINE al 500 para recibir su código promocional y preséntelo en taquilla.,"Promoción o aviso de operadora (Tigo, Claro, Movistar)",Ham
Tigo te confirma que la entrega de tu nuevo router residencial se realizó con éxito hoy a las 10:30 am. ¡Que lo disfrutes!,Confirmación de compra o entrega,Ham
"Estimado ciudadano, RENAP le confirma que su nuevo DPI ya fue entregado en la sede de zona 1. Puede pasar a recogerlo presentando su constancia de trámite.",Confirmación de compra o entrega,Ham
"Banrural informa: Le confirmamos la entrega de su nueva tarjeta de débito en la agencia de Plaza Magdalena, Cobán. Por favor presente su DPI original al retirarla.",Confirmación de compra o entrega,Ham
Claro te confirma: La compra de tu Superpack por Q30.00 ha sido aplicada exitosamente. Tu paquete vence el 25/10. ¡Pilas pues para navegar!,Confirmación de compra o entrega,Ham
Instituto Guatemalteco de Migración le informa: Confirmamos la entrega física de su pasaporte en el centro de emisión zona 4. Presente su boleta para el retiro.,Confirmación de compra o entrega,Ham
"BAM: Confirmación de compra exitosa por Q450.00 en Supermercados La Torre el 14/09/2023. Si usted no reconoce esta transacción, llame a nuestro PBX.",Confirmación de compra o entrega,Ham
SAT informa: Se ha emitido una nueva Factura Electrónica (FEL) a su NIT por una compra de Q850.00. Puede verificar el detalle ingresando a su Agencia Virtual.,Confirmación de compra o entrega,Ham
"Estimado afiliado, el IGSS le confirma que su pedido mensual de medicamentos ya fue entregado en la farmacia de la unidad periférica zona 11. Presente su carnet.",Confirmación de compra o entrega,Ham
"Banrural: Tu código de verificación es 482910. No lo compartás con nadie. Si no fuiste vos, llamá al 1720.", Código de verificación (2FA),Ham
Agencia Virtual SAT: Su código de seguridad para confirmar su declaración es 9932. Válido por 5 minutos. No responda a este mensaje., Código de verificación (2FA),Ham
Tigo: Tu código PIN para ingresar a Mi Tigo es 8812. Nunca te pediremos este código por llamada o mensaje. ¡Cuidá tu cuenta!, Código de verificación (2FA),Ham
BAM te informa: Ingresa el token 74921 para confirmar la transferencia a terceros por Q350.00. No compartás este número., Código de verificación (2FA),Ham
RENAP: Su código de verificación para acceder al portal de servicios en línea es 10293. Este código vence a las 14:30 hrs., Código de verificación (2FA),Ham
"Claro: Utilizá el código 5521 para confirmar el pago de tu factura. Si no fuiste vos el que lo solicitó, ignorá este mensaje.", Código de verificación (2FA),Ham
"IGSS: Su código de verificación para actualizar sus datos de afiliado en el portal web es 4012. Por su seguridad, no lo comparta.", Código de verificación (2FA),Ham
EMETRA: Su código OTP para confirmar el pago en línea de su remisión de tránsito es 67219. Válido únicamente por 3 minutos., Código de verificación (2FA),Ham
"BANRURAL: Estimado cliente, le informamos del debito por Q350.00 en su cuenta ****8821 por pago de servicio Tigo. Cualquier duda llame al 1720.","Notificación bancaria (movimiento, saldo, alerta)",Ham
"BAM le notifica: Consumo aprobado en su tarjeta Visa terminada en 4321 por Q150.00 en EMETRA el 12/10. Si no reconoce este cargo, comuniquese al 2200-3333.","Notificación bancaria (movimiento, saldo, alerta)",Ham
"Bi en Linea: Transferencia exitosa de Q1,500.00 hacia cuenta Banrural completada. Concepto: Pago colegiatura. Tu nuevo saldo es Q4,200.50.","Notificación bancaria (movimiento, saldo, alerta)",Ham
BAM: Cargo de Q320.00 por pago en portal SAT realizado con exito desde su cuenta ****0012. Consulta tu App BAM para mas detalles.,"Notificación bancaria (movimiento, saldo, alerta)",Ham
"Tigo Pay: Estimado usuario, el pago de tu factura Claro por Q299.00 ha sido procesado correctamente. Ref: 884920.","Notificación bancaria (movimiento, saldo, alerta)",Ham
Bi: Te recordamos que la reposicion de tu tarjeta de debito ha sido generada. Nuestro mensajero la entregara en la direccion registrada en un maximo de 48 hrs.,"Notificación bancaria (movimiento, saldo, alerta)",Ham
"BANRURAL INFORMA: Su pension del IGSS ha sido acreditada en su cuenta monetaria ****5544 por Q2,200.00. Gracias por confiar en el amigo que le ayuda a crecer.","Notificación bancaria (movimiento, saldo, alerta)",Ham
